CNPJ;Nome;Site;Perfil;Código
21950366000100;ALIANZA GESTAO DE RECURSOS LTDA;;GESTOR;70988
21950366000100;ALIANZA GESTAO DE RECURSOS LTDA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;40996.00-2
21956674000134;VERDE AM HORIZONTE FEEDER FIC DE FIM CP IE;;SEGMENTO BALCAO;21619.00-9
21964701000110;IP VALUE HEDGE ITAU FIC DE FIA BDR NIVEL I;;SEGMENTO BALCAO;23793.00-2
21964768000155;BRASIL PLURAL CREDITO PRIVADO TRIPLE A FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;21901.00-9
21967607000115;REC CAJAMAR S.A;;SEGMENTO BALCAO;29173.40-6
21976484000189;VERT - D LTDA;;SEGMENTO BALCAO;28190.40-4
21977425000125;LIV LOGISTICA ARMAZENS GERAIS LTDA;;PARTICIPANTE DEPOSITÁRIO AGRÍCOLA;30030
21983042000160;ABSOLUTE ALPHA GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;21814.00-0
21983061000196;FIL ICATU PREVIDENCIARIO QUALIFICADO FIM CRED PRIV;;SEGMENTO BALCAO;21941.00-7
21983079000198;ABSOLUTE ALPHA GLOBAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;21787.00-3
21986074000119;PRUDENTIAL DO BRASIL VIDA EM GRUPO S.A;;SEGMENTO BALCAO;22729.70-9
21992525000120;PATAGONIA PATRIMONIAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;21706.00-8
22003296000137;NUCLEO CAPITAL FL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;;SEGMENTO BALCAO;22735.00-9
22003325000160;NEWCORP FIF MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;22239.00-0
22003335000104;QI CREDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;22098.00-7
22003346000186;DEVANT SOLIDUS CASH FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;23764.00-0
22003469000117;NOVA I FUNDO DE INVESTIMENTO IMOBILIARIO FII;;SEGMENTO BALCAO;23160.00-6
22003546000139;BRL PARTNERS FIDC NP;;SEGMENTO BALCAO;21604.00-7
22003665000191;SCHRODER PLATINUM RV FICFIM;;SEGMENTO BALCAO;22501.00-6
22003688000104;METLIFE PLATINUM IMA FIC FI RF;;SEGMENTO BALCAO;22532.00-6
22003706000140;ITAU FLEXPREV IMA-B FIF DA CLASSE DE INVESTIMENTO EM COTAS RF - RESP LIMITADA;;SEGMENTO BALCAO;22541.00-4
22003777000142;DIMIREDE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;38050.00-8
22003797000113;BS ALPHA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;22687.00-9
22003815000167;BLUEBIRD FUNDO DE INVESTIMENTO FINANCEIRO;;SEGMENTO BALCAO;22627.00-7
22003892000117;UBS GLOBAL ACCESS FUND GROWTH FIM IE;;SEGMENTO BALCAO;32211.00-1
22003930000131;XP CREDITO ESTRUTURADO 120 FIC DE FIM CP;;SEGMENTO BALCAO;22770.00-2
22006806000120;ESH CAPITAL INVESTIMENTOS LTDA;;GESTOR;811972
22013009000170;FIM WETTE INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;;SEGMENTO BALCAO;32212.00-0
22013584000172;PLATINA H10 ESPELHO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CP - RESP LIMITADA;;SEGMENTO BALCAO;22914.00-2
22013612000151;FI TURMALINA INFRAESTRUTURA MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;23859.00-1
22013952000182;SANTANDER PB AMERICA MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;25385.00-9
22013978000120;SANTANDER PB TAORMINA MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;27158.00-7
22014279000103;XPCE IMOBILIARIO FI EM COTAS DE FI MULTIMERCADO CP;;SEGMENTO BALCAO;22483.00-7
22014290000165;TUPINAMBA FIF MULTI CREDITO PRIVADO;;SEGMENTO BALCAO;22412.00-9
22014317000110;TXAI FIM CREDITO PRIVADO IE;;SEGMENTO BALCAO;22406.00-8 - 32215.00-7
22014331000113;PORTO SEGURO MASTER CAIXA PREVIDENCIARIO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESP LIMITADA;;SEGMENTO BALCAO;22162.00-5
22014343000148;BR2 FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;22305.00-6
22014363000119;JCTM II ALLOCATION FUND FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CRED PRIV - RESP LIMITADA;;SEGMENTO BALCAO;22304.00-7
22016573000146;TFO EXPRESSO FUNDO DE INVESTIMENTO FINANCEIRO MULT CREDITO PRIVADO RESP LIMITADA;;SEGMENTO BALCAO;22473.00-0
22016586000115;G5 GUARANTA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;22756.00-2
22016608000147;G5 SUNSHINE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;23936.00-3
22022523000171;FIM FERNANDO DE NORONHA IE CP;;SEGMENTO BALCAO;35177.00-1
22022536000140;ESTRELA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;23239.00-9
22032175000113;TOMMA FIC DE FIM CP LP IE;;SEGMENTO BALCAO;37256.00-9
22041150000186;BRASIL PLURAL MASTER PREVIDENCIA CP FI RF;;SEGMENTO BALCAO;22121.00-8
22041234000110;BLC FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;48400.00-2
22048558000180;ITAU UNIBANCO S.A. - NASSAU BRANCH - ITAU UNIBANCO S/A;;SEGMENTO BALCAO;24362.70-0
22051699000151;BB RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;22380.00-7
22055456000191;CULTIVAR COMERCIO E REPRESENTACOES LTDA;;SEGMENTO BALCAO;43000.00-5
22057987000113;ACE CAPITAL GROU GESTORA DE RECURSOS LTDA;;GESTOR;5296
22061694000100;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BREOF REAL ESTATE CREDIT;;SEGMENTO BALCAO;21690.00-4
22069057000180;PRUMO PARTICIPACOES E INVESTIMENTOS S/A;;SEGMENTO BALCAO;31892.40-7
22080558000167;BRASILPREV TOP CONSERVADOR FI RF;;SEGMENTO BALCAO;23892.00-6
22080563000170;BRASILPREV TOP MULTIMERCADO EQUITY ALLOCATION 2 INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;23507.00-9
22080567000158;BRASILPREV RT DIET 1938 FIC DE FIM CREDITO PRIVADO;;SEGMENTO BALCAO;21805.00-2
22091543000102;PCH BV II - GERACAO DE ENERGIA S.A.;;SEGMENTO BALCAO;39683.40-5
22096316000161;BTG PACTUAL BRAZIL TIMBERLAND FUND I D LLC - BANCO BTG PACTUAL S/A;;SEGMENTO BALCAO;22394.70-1
22099965000116;GIANT ZARATHUSTRA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;37687.00-1
22099999000100;ARTESANAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;22671.00-8
22100009000107;AZ QUEST ALTRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;22712.00-8
22101473000118;LITUS FIDC MULTISSETORIAL;;SEGMENTO BALCAO;25113.00-6
22106186000109;ATMOS JCW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE ACOES;;SEGMENTO BALCAO;23416.00-4
22106240000108;EOS INFINITY FIM CP LP;;SEGMENTO BALCAO;32220.00-9
22106310000128;BRASIL PLURAL CREDITO PRIVADO RETAIL FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;22873.00-2
22106367000127;NCIP MASTER FUNDO DE INVESTIMENTO DE ACOES;;SEGMENTO BALCAO;42443.00-3
22118303000146;CW1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;22213.00-2
22118342000143;ARX EXTRA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;22444.00-8
22118816000157;BRASIL PLURAL PORTFOLIO CP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;22122.00-7
22119959000183;BRASIL PLURAL GESTAO DE PRODUTOS ESTRUTURADOS LTDA.;;GESTOR;5563
22119959000183;BRASIL PLURAL GESTAO DE PRODUTOS ESTRUTURADOS LTDA.;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;55633.00-6
22128289000161;ATMOS INSTITUCIONAL FI EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES VISAO PREVIDENCIARIO;;SEGMENTO BALCAO;22603.00-7
22128298000152;VALORA GUARDIAN MASTER FIDC RESP LTDA;;SEGMENTO BALCAO;23026.00-9
22134302000195;LAKEWOOD GESTAO DE RECURSOS LTDA;;GESTOR;20866
22134302000195;LAKEWOOD GESTAO DE RECURSOS LTDA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;23379.00-0
22150375000170;ICATU VANGUARDA WM CREDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;21541.00-5
22150427000109;NK FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;21671.00-9
22150448000124;FUNDO DE INVESTIMENTO MULTIMERCADO PGA SERPROS CREDITO PRIVADO;;SEGMENTO BALCAO;21927.00-7
22150527000135;MSF FIF MULT CRED PRIV - RESP LIMITADA;;SEGMENTO BALCAO;21863.00-6
22150568000121;FIC FIM CRED PRIV VIC CPHY;;SEGMENTO BALCAO;21853.00-9
22163297000149;CONCESSIONARIA PONTE RIO-NITEROI S/A - ECOPONTE;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;32548.40-6
22164990000136;ELETROSOM S/A;;SEGMENTO BALCAO;18285.40-8
22165622000102;NAGRO CREDITO AGRO LTDA;;SEGMENTO BALCAO;42219.00-0
22187479000150;BTG PACTUAL PREVIDENCIA IMA-B FIC FUNDOS RF;;SEGMENTO BALCAO;22000.00-2
22187896000100;VERDE AM ALPHA MASTER FI MULTIMERCADO CP IE;;SEGMENTO BALCAO;21710.00-1
22187946000141;VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;21650.00-6
22187998000118;VERDE AM VII FIC FI MULTIMERCADO;;SEGMENTO BALCAO;21645.00-4
22188036000183;VERDE AM AGAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;21644.00-5
22188086000160;VERDE 14 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;21712.00-9
22193319000113;EOLICA SERRA DAS VACAS VII S.A.;;SEGMENTO BALCAO;25266.40-3
22211522000175;FII CAIXA CONVIDA SUAPE - FII;;SEGMENTO BALCAO;21562.00-8
22215402000146;CSHG 1495 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CP IE;;SEGMENTO BALCAO;21667.00-6
22215418000159;P. V. FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;51286.00-0
22219335000138;BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;;SEGMENTO BALCAO;21759.00-0
22222944000146;MERAKI LONG BIASED MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;39096.00-9
22222949000179;MERAKI EQUITY HEDGE MASTER FI MULTIMERCADO;;SEGMENTO BALCAO;39091.00-4
22232878000195;BTG PACTUAL ANS RF FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCAO;21623.00-2
22232921000112;MARUPIARA 3 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;22180.00-1
22232927000190;TARPON GT FIA;;SEGMENTO BALCAO;32223.00-6
22232931000158;MPR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;26330.00-8
22235708000164;BLACK HILL II FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;22074.00-7
22235826000172;PERTO D AGUA FUNDO DE INVESTIMENTO MULTIMERCADO CP IE;;SEGMENTO BALCAO;32224.00-5
22242894000169;BTG PACTUAL PREVIDENCIA MASTER IMA-B FI RF;;SEGMENTO BALCAO;23056.00-0
22253501000112;NANOOK FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;24551.00-9
22253506000145;GRF FIM CP;;SEGMENTO BALCAO;21845.00-0
22261473000185;COMPANHIA DE GAS DE MINAS GERAIS GASMIG;;SEGMENTO BALCAO;16544.41-9
22266175000188;FERTILIZANTES HERINGER S/A;;SEGMENTO BALCAO;10979.41-3
22282621000148;VINCI CREDITO ESTRUTURADO SELECAO FIC FIM CREDITO PRIVADO;;SEGMENTO BALCAO;41682.00-9
22282646000141;VINCI CREDITO ESTRUTURADO SELECTION MASTER FIC FIM CREDITO PRIVADO;;SEGMENTO BALCAO;21896.00-4
22282665000178;MARY FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;21911.00-6
22282783000186;UIRAPURU CLUBE DE INVESTIMENTO;;SEGMENTO BALCAO;44763.70-5
22282955000111;MULTIPREV FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCAO;21984.00-2
22282971000104;LEGG MASON HOLDING FUNDO DE INVESTIMENTO MULTIMERCADO IE;;SEGMENTO BALCAO;22875.00-0
22282992000120;WESTERN ASSET MACRO OPPORTUNITIES FIM IE;;SEGMENTO BALCAO;23236.00-2
22314823000124;EW1 CP FIC FIM;;SEGMENTO BALCAO;22083.00-5
22315180000133;ICATU CONSULTORIA DE INVESTIMENTOS S.A.;;SEGMENTO BALCAO;42489.40-7
22320881000160;TRADIMAQ S.A.;;SEGMENTO BALCAO;47310.40-9
22341009000107;BELITONI FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;37324.00-3
22341021000103;LES DEUX FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;35632.00-3
22344843000148;BUTIA TOP CREDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;29721.00-9
22345286000180;CSHG BORBOREMA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;29866.00-5
22345384000117;SPX NIMITZ ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;22114.00-8
22345400000171;BRAIN GMF FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;37012.00-9
22346536000104;OABPREV SPZERMATT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;22016.00-3
22346573000104;FLORAL FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;;SEGMENTO BALCAO;22093.00-2
22346585000139;JGP JATOBA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;;SEGMENTO BALCAO;50317.00-4
22346634000133;CSHG 1716 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO - CREDITO PRIVADO;;SEGMENTO BALCAO;23220.00-1
22354046000141;PACIFICO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;27112.00-5
22357375000146;EOLICA SERRA DAS VACAS V S.A.;;SEGMENTO BALCAO;25271.40-5
22380316000199;JIVE DISTRESSED II FUNDO DE INVESTIMENTO MULTIMERCADO CP IE;;SEGMENTO BALCAO;26184.00-3
22407108000136;RIO BRAVO SISTEMATICO FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;55112.00-8
22415372000111;FUNDO DE RECUPERACAO DE ATIVOS - FIDC NAO PADRONIZADOS;;SEGMENTO BALCAO;22009.00-3
22415840000158;EXODUS 180 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO.;;SEGMENTO BALCAO;22451.00-8
22426660000171;CSHG REVALI FIF MULT CRED PRIV RESP LIMITADA;;SEGMENTO BALCAO;24303.00-6
22426675000130;CAAS MULT FIF MULTIMERCADO CP RESP LIMITADA;;SEGMENTO BALCAO;24354.00-0
22426693000111;ITAU FLEXPREV SISEREME FIF MULT CRED PRIV - RESP LIMITADA;;SEGMENTO BALCAO;22023.00-3
22426711000165;ITAU FLEXPREV CURINTIOS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CREDITO PRIVADO RESP LIMITADA;;SEGMENTO BALCAO;22029.00-7
22426734000170;ITAU FLEXPREV ROSA FIF MULT CRED PRIV - RESP LIMITADA;;SEGMENTO BALCAO;22028.00-8
22426747000149;ITAU FLEXPREV GANESHA FIF MULTIMERCADO CP - RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;22026.00-0
22426754000140;CORSAIR II MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;22051.00-6
22428782000105;ITAU RATES AND FX MULTIMERCADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCAO;22200.00-8
22443309000199;GREEN AGRO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;39370.00-0
22443530000147;TERRA NOVA FIRF INSTITUCIONAL IMA-B LONGO PRAZO;;SEGMENTO BALCAO;21809.00-8
22451012000175;PURAS FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCAO;35340.00-3
22459737000100;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCAO;23174.00-9
22489410000180;VENTURE BRASIL CENTRAL FUNDO DE INVESTIMENTO EM PARTICIPACOES CAPITAL SEMENTE;;SEGMENTO BALCAO;24603.00-5
22499471000129;ENEL GREEN POWER CRISTALANDIA I EOLICA S/A;;SEGMENTO BALCAO;29056.40-6
22504034000156;GENIAL FIM CRED PRIV IE;;SEGMENTO BALCAO;32232.00-4
22504045000136;LSA FIF MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCAO;22070.00-1
22504056000116;RIO MACRO MASTER FIM;;SEGMENTO BALCAO;33086.00-8
22504092000180;ICATU VANGUARDA HEDGE FIM;;SEGMENTO BALCAO;22165.00-2
22547074000185;FUNDO GARANTIDOR DE PARCERIAS PUBLICO-PRIVADAS-FGP-ES;;SEGMENTO BALCAO;38413.00-9
22565637000168;EDPAYM SOLUCOES LTDA;;SEGMENTO BALCAO;56375.35-6
22600199000121;CSHG PERFIN APOLLO 16 FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCAO;28887.00-9
22601577000191;FUNDO DE INVESTIMENTO EM PARTICIPACOES VOCATUS MULTIESTRATEGIA;;SEGMENTO BALCAO;23772.00-9
22606673000122;NSP INVESTIMENTOS S.A. - EM RECUPERACAO JUDICIAL;;SEGMENTO BALCAO;23841.40-4
22609006000101;SR N PARTICIPACOES S.A.;;SEGMENTO BALCAO;44856.40-9
22610500000188;VORTX DTVM LTDA;;ADMINISTRADOR iMERCADO;3868
22610500000188;VORTX DTVM LTDA;;AGENTE DE CUSTÓDIA;3868
22610500000188;VORTX DTVM LTDA;;CUSTODIANTE BALCÃO;3068
22610500000188;VORTX DTVM LTDA;;ESCRITURADOR;3868
22610500000188;VORTX DTVM LTDA;;LIQUIDANTE;3868
22610500000188;VORTX DTVM LTDA;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;22485.00-5
22622884000159;BB BR 206 FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCAO;22196.00-2
22632239000117;MONTMOR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO  LONGO PRAZO;;SEGMENTO BALCAO;26052.00-1
22636117000107;ITAPOA PARTICIPACOES S.A;;SEGMENTO BALCAO;38725.40-5
22637202000181;PEREIRA & LOPES ADVOGADOS ASSOCIADOS;;SEGMENTO BALCAO;42933.00-1
22639377000128;SINOSSERRA FINANCEIRA SA SOCIEDADE DE CREDITO FINANCIAMENTO E INVESTIMENTO;;SEGMENTO BALCAO;23337.00-4
22642644000116;SPXR DIST VNC FIC FIM CP IE;;SEGMENTO BALCAO;22903.00-6
22646161000190;IZAR - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCAO;23420.00-7
22650197000147;BEMTEVI INVESTIMENTO SOCIAL LTDA;;SEGMENTO BALCAO;53489.35-5
22652091000182;EMPIRICA LOTUS IPCA FIC DE FIM CP;;SEGMENTO BALCAO;24424.00-2
22654439000170;MANAGER APEX EQUITY HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;22869.00-9
22656789000176;COOPERATIVA DE CREDITO CREDISUDESTE LTDA.-SICOOB CREDISUDESTE;;SEGMENTO BALCAO;05983.00-5
22662135000155;HIX CAPITAL INSTITUCIONAL FIC DE FIA;;SEGMENTO BALCAO;23717.00-2
22662147000180;BUTIA FUNDAMENTAL FIA MASTER;;SEGMENTO BALCAO;22512.00-2
22667831000154;CASTOR FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCAO;25401.00-0
22672424000135;LESTE CREDIT FIM CP - IE;;SEGMENTO BALCAO;22276.00-1
22680223000180;AKRUAL INFORMATICA LTDA;;SEGMENTO BALCAO;51855.35-2
22680446000147;BLACKBIRD FIC FIM;;SEGMENTO BALCAO;22731.00-3
22681938000157;LC GLOBAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCAO;26707.00-2
22682168000167;RBJL COMERCIO DE BICICLETAS LTDA;;SEGMENTO BALCAO;46485.40-7
22684346000199;BETA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;;SEGMENTO BALCAO;24346.00-1
22688191000169;KIRON CAPITAL GESTAO DE RECURSOS LTDA.;;GESTOR;4873
22688889000184;STYLUX BRASIL SISTEMAS DE ILUMINACAO E ENERGIA S.A.;;SEGMENTO BALCAO;40243.40-1
22724710000105;COOPERATIVA DE CREDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;;SEGMENTO BALCAO;20404.00-2
22734984000177;FP PLURAL CAIXA ARB PETR FUNDO DE INVESTIMENTO EM MULTIMERCADO;;SEGMENTO BALCAO;22382.00-5
22735630000147;TC JA FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCAO;23911.00-4
22742285000179;AGROMAIS PRODUTOS AGRICOLAS LTDA;;SEGMENTO BALCAO;56851.00-7
22749014000145;COOPERATIVA DE CREDITO DA REGIAO CENTRAL DE MINAS LTDA SICOOB UNIAO CENTRAL;;SEGMENTO BALCAO;28422.00-0
22749835000181;MERCATO EXPRESS HOLDING DE PARTICIPACAO LTDA.;;SEGMENTO BALCAO;30322.40-4
22753477000180;PJUS PRECATORIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;;SEGMENTO BALCAO;25475.00-5
22753982000125;COOPERATIVA DE CREDITO CREDISETE LTDA - SICOOB CREDISETE;;SEGMENTO BALCAO;27424.00-9
22759978000174;JGP SULAMERICA PREVIDENCIARIO FIC FIM CRED PRIV;;SEGMENTO BALCAO;24535.00-1
22759995000101;SULAMERICA INFRA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;;SEGMENTO BALCAO;22208.00-0
22760051000154;ALPHA FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CREDITO PRIVADO;;SEGMENTO BALCAO;25377.00-0
22760839000160;COOPERATIVA DE CREDITO NOSSOCREDITO LTDA. - SICOOB NOSSOCREDITO;;SEGMENTO BALCAO;06063.00-3
22761584000150;FORTBRAS AUTOPECAS S/A;;SEGMENTO BALCAO;35537.40-7
22763502000107;PMZ DISTRIBUIDORA S.A.;;SEGMENTO BALCAO;43193.40-0
2276425780009668716;OPTIVER V.O.F.;;GESTOR;20514
2276425780034266114;DA VINCI DERIVATIVES B V;;GESTOR;38705
2276425780034590313;IMC TRADING B.V.;;GESTOR;20533
22764329000161;GSS ESCO PPE LLC - BANCO BTG PACTUAL S/A;;SEGMENTO BALCAO;22497.70-1
22773358000190;GLOBAL WESTERN ASSET MACRO OPPORTUNITIES FIC FIM IE;;SEGMENTO BALCAO;27393.00-6
22773406000140;WESTERN ASSET MACRO STRATEGIES FIC FIM IE;;SEGMENTO BALCAO;24852.00-7
22773421000198;WESTERN ASSET SOBERANO II FI RF REFERENCIADO SELIC;;SEGMENTO BALCAO;23355.00-0
22778532000197;TAIBA INVESTIMENTOS LTDA.;;GESTOR;4816
22778532000197;TAIBA INVESTIMENTOS LTDA.;;SEGMENTO BALCAO,PARTICIPANTE DE CCP;24903.00-4
22791074000126;FUNDO DE INVESTIMENTO CAIXA BRASIL 2024 VI TITULOS PUBLICOS RENDA FIXA;;SEGMENTO BALCAO;34937.00-8
22791114000130;VINHEDO FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;22152.00-8
22791232000148;FUNDO DE INVESTIMENTO GBOEX MAX RENDA FIXA;;SEGMENTO BALCAO;31581.00-0
22791329000150;FUNDO DE INVESTIMENTO CAIXA E-SIMPLES RENDA FIXA LONGO PRAZO;;SEGMENTO BALCAO;22360.00-3
22792979000110;CARPA GESTORA DE RECURSOS LTDA.;;GESTOR;4867
22808973000194;MANU FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CP - RESPONSABILIDADE LIMITADA;;SEGMENTO BALCAO;23956.00-7
